ra,dec
50.010833087662434,41.1624073629546
49.105707889550274,41.243097484656566
49.62414255694496,41.302651710158
50.9924538089149,41.49654040877077
50.743003120729476,41.53364349295866
50.64856218980938,41.73918542726381
50.53383931838285,41.750385820713035
49.44805473994941,41.79299491313243
50.19025546054619,41.962819801098675
