ra,dec
50.21796767710726,41.15642795648271
49.65197165255032,41.19218318343092
49.265821013666866,41.24858521286874
49.03772551023287,41.27508840666522
49.99710933310234,41.309173754165016
50.239555082074375,40.80258501228535
50.39069390177057,41.558252566415206
50.32314012154406,41.57928604126057
49.597338107835014,41.750142260060834
49.649014595712245,41.8089608454594
