chandra_ID,ID,energy_lower,energy_upper,net_counts,net_err,net_rate,cel_area,cel_bri,cel_bri_err,bgreg_counts,bgreg_err,counts,count_rate,area,bg_counts,bg_rate,bg_area,ra,dec,source_upper,source_lower,back_upper,back_lower,upper_err,lower_err
11713,48.1,300,2000,1.04153,6.29712,9.28E-06,114.004,0.00913592,0.055236,36.9585,1.28595,38,0.000338541,470.966,826,0.00735881,10525.8,49.66470833,41.65844444,4.265604587,0.495998771,44.09923876,30.89975792,7.587549217,6.177279625
11713,48.2,2000,7000,-2.47006,5.41879,-2.20E-05,114.004,-0.0216664,0.0475316,30.4701,1.16762,28,0.000249451,470.966,681,0.00606701,10526,49.66470833,41.65844444,3.668012834,0.251404556,37.05755081,24.97278201,7.01628539,5.587742533
11713,49.1,300,2000,1.58606,13.096,1.41E-05,411.583,0.00385356,0.0318186,146.414,4.84825,148,0.00131853,1700.31,912,0.00812498,10591.1,49.666,41.64955556,29.71089723,18.91140264,159.5448619,134.3239346,14.41657506,13.02589275
11713,49.2,2000,7000,6.03867,12.0041,5.38E-05,411.583,0.0146718,0.0291657,118.961,4.37015,125,0.00111362,1700.31,741,0.00660155,10591.1,49.666,41.64955556,25.63031376,15.61597004,130.9024361,108.0657101,13.17333098,11.76982798
11713,63.1,300,2000,9.21639,9.48268,8.21E-05,137.97,0.0668001,0.0687302,75.7836,2.2184,85,0.000757263,569.972,1167,0.0103968,8777.06,49.75625,41.64972222,9.023757444,3.22419588,85.53196284,67.09260602,10.35895875,8.989071928
11713,63.2,2000,7000,-3.40592,7.59789,-3.03E-05,137.97,-0.024686,0.0550692,57.4059,1.93077,54,0.000481084,569.972,884,0.00787553,8777.06,49.75625,41.64972222,6.569873156,1.702064742,66.0319282,49.84577122,9.153741364,7.772555678
11713,64.1,300,2000,-13.0673,12.0293,-0.000116416,137.97,-0.0947111,0.0871879,149.067,2.95024,136,0.00121162,569.972,2553,0.0227446,9761.6,49.77429167,41.54288889,11.88896949,5.167678213,162.3076247,136.8685408,13.81610052,12.51033791
11713,64.2,2000,7000,1.73456,10.3777,1.55E-05,137.97,0.012572,0.0752169,100.265,2.3866,102,0.000908715,569.972,1765,0.0157243,10033.4,49.77429167,41.54288889,9.352556151,3.439714501,111.3158028,90.26441374,11.60935762,10.27421693
11713,67.1,300,2000,-4.30753,7.18859,-3.84E-05,137.97,-0.0312209,0.0521026,53.3075,1.63579,49,0.00043654,569.972,1062,0.00946133,11355.1,49.80316667,41.725,5.251093304,0.973105693,61.65971792,46.02330023,8.80651508,7.434172086
11713,67.2,2000,7000,-9.41513,5.92698,-8.39E-05,137.97,-0.0682405,0.0429585,42.415,1.45912,33,0.000293996,569.972,845,0.00752808,11355.1,49.80316667,41.725,4.207714425,0.470507509,49.98498615,35.92152334,7.988365169,6.600865327
11713,73.1,300,2000,-34.199,14.9783,-0.000304678,114.004,-0.299981,0.131384,246.199,3.51426,212,0.0018887,470.966,4908,0.0437252,9388.75,49.82429167,41.56344444,15.00860838,7.412012679,262.9136404,230.5162663,17.27746958,16.0104198
11713,73.2,2000,7000,-15.1555,12.126,-0.00013502,114.004,-0.132938,0.106365,155.155,2.65349,140,0.00124726,470.966,3419,0.0304598,10378.2,49.82429167,41.56344444,10.01843553,3.882769791,168.6415063,142.709206,13.97538327,12.6889143
